date,close,target,vader_score,lm_score,finbert_score,sbert_score,vader_compound,vader_pos,vader_neg,vader_neu
2020-01-02,28.68400001525879,1,0.1599,0.030419202898194497,0.4099430058683668,-0.057910588,0.1599,0.09185714285714286,0.02557142857142857,0.8825714285714286
2020-01-03,29.53400039672852,1,0.09568,0.01600585788085788,0.2561657726764679,-0.06044476,0.09568,0.0809,0.04295,0.8760999999999999
2020-01-06,30.1026668548584,1,0.07175000000000001,0.0327994227994228,0.2479854106903076,0.08360906,0.07175000000000001,0.0177,0.0,0.9823000000000001
2020-01-07,31.270666122436523,1,0.004049999999999998,0.018465909090909092,-0.046440489590168,0.012250893,0.004049999999999998,0.0315,0.041874999999999996,0.926625
2020-01-08,32.80933380126953,1,0.1703888888888889,-0.010304659498207885,0.218496925301022,0.024062475,0.1703888888888889,0.13699999999999998,0.03133333333333334,0.8315555555555556
2020-01-09,32.089332580566406,1,0.08697692307692308,-0.017654567654567653,0.002354291769174429,-0.11843164,0.08697692307692308,0.07015384615384615,0.074,0.8557692307692307
2020-01-10,31.87666702270508,1,-0.04034000000000001,0.005714285714285714,-0.1466631531715393,-0.071402274,-0.04034000000000001,0.0634,0.08499999999999999,0.8516
2020-01-13,34.990665435791016,1,0.14404166666666665,0.025219298245614034,0.34983982145786285,-0.108862974,0.14404166666666665,0.09075,0.008666666666666666,0.9005833333333334
2020-01-14,35.861331939697266,1,-0.05139999999999999,0.0091889276873797,0.20797684362956456,-0.10320926,-0.05139999999999999,0.06585714285714285,0.04914285714285714,0.885
2020-01-15,34.56666564941406,1,0.27072857142857143,0.008403361344537815,0.09561024393354144,0.03398585,0.27072857142857143,0.1462857142857143,0.016142857142857143,0.8377142857142857
2020-01-16,34.232666015625,1,-0.04088333333333333,-0.013888888888888888,0.10028902192910512,-0.029967444,-0.04088333333333333,0.03805555555555556,0.04616666666666666,0.9157777777777779
2020-01-17,34.03333282470703,1,0.19336000000000003,-0.0013668320926385445,-0.443123871088028,0.019110136,0.19336000000000003,0.0632,0.0,0.9368000000000001
