date,close,target,vader_score,lm_score,finbert_score,sbert_score,vader_compound,vader_pos,vader_neg,vader_neu
2020-01-02,72.4005126953125,1,0.2293923076923077,0.00641025641025641,0.2932974466910729,0.018915828,0.2293923076923077,0.15507692307692308,0.04707692307692308,0.7978461538461539
2020-01-03,71.69662475585938,1,0.0871,0.014393939393939395,-0.018850915133953094,0.12755096,0.0871,0.147375,0.058249999999999996,0.794375
2020-01-06,72.26793670654297,1,-0.07227142857142857,-0.007936507936507936,-0.04348757437297276,0.10160185,-0.07227142857142857,0.046857142857142854,0.08342857142857144,0.8695714285714286
2020-01-07,71.92804718017578,1,0.092,0.0,0.23019573092460632,-0.16025114,0.092,0.04075,0.0,0.9592499999999999
2020-01-08,73.08512115478516,1,0.16291666666666668,0.025213675213675218,0.15414199233055115,-0.03497288,0.16291666666666668,0.08,0.0,0.9199999999999999
2020-01-09,74.63751220703125,1,0.1635625,0.01713120213120213,0.2601042278110981,-0.07193548,0.1635625,0.10262500000000001,0.038375,0.8590625000000001
2020-01-10,74.80622100830078,1,0.29395714285714286,-0.003246753246753247,0.12355048315865653,-0.11628648,0.29395714285714286,0.12942857142857142,0.007571428571428571,0.8630000000000001
2020-01-13,76.40442657470703,0,0.0983,0.01650813692480359,0.2725820024808248,-0.12411809,0.0983,0.07513333333333333,0.026533333333333336,0.8983333333333333
2020-01-14,75.37271881103516,1,0.11631666666666667,0.007246376811594203,-0.020950883626937866,0.05420223,0.11631666666666667,0.0375,0.0,0.9625
2020-01-15,75.04969024658203,1,0.1173125,0.016666666666666666,0.14342772960662842,0.046107262,0.1173125,0.056249999999999994,0.0,0.94375
2020-01-16,75.98980712890625,1,0.039775,0.021763392857142856,0.10264775156974792,0.0065227225,0.039775,0.07075000000000001,0.016875,0.912375
2020-01-17,76.83109283447266,0,0.031077777777777774,0.0,0.2813623878690932,-0.08299157,0.031077777777777774,0.07577777777777778,0.049,0.8752222222222222
2020-01-21,76.31041717529297,1,0.0651,-0.011001589825119238,0.11857621459399953,-0.008385491,0.0651,0.07100000000000001,0.03311764705882353,0.8958823529411765
2020-01-22,76.58279418945312,1,0.15159166666666665,0.025326797385620912,-0.005178416768709819,0.09752045,0.15159166666666665,0.07691666666666667,0.030999999999999996,0.8920833333333333
2020-01-23,76.95160675048828,1,0.17739444444444447,-0.005514855514855514,0.11287107070287068,0.02600064,0.17739444444444447,0.11544444444444443,0.058,0.8265555555555556
2020-01-24,76.7298355102539,0,0.15106,0.006666666666666666,0.16257230043411255,-0.012336652,0.15106,0.0621,0.0419,0.8960000000000001
