date,close,high,low,open,volume,ticker,date_only,daily_return,headline_count,news_volume_log
2020-01-02,28.68400001525879,28.71333312988281,28.11400032043457,28.299999237060547,142981500,TSLA,2020-01-02,,12,2.5649493574615367
2020-01-03,29.53400039672852,30.26666641235352,29.12800025939941,29.36666679382324,266677500,TSLA,2020-01-03,0.02963325829792085,17,2.8903717578961645
2020-01-06,30.1026668548584,30.10400009155273,29.333332061767575,29.36466789245605,151995000,TSLA,2020-01-06,0.01925463704513497,8,2.1972245773362196
2020-01-07,31.270666122436523,31.441999435424805,30.224000930786133,30.76000022888184,268231500,TSLA,2020-01-07,0.03880052465815398,8,2.1972245773362196
2020-01-08,32.80933380126953,33.232666015625,31.215333938598636,31.57999992370605,467164500,TSLA,2020-01-08,0.04920482578812169,9,2.302585092994046
2020-01-09,32.089332580566406,33.25333404541016,31.524667739868164,33.13999938964844,426606000,TSLA,2020-01-09,-0.021945011900097344,12,2.5649493574615367
2020-01-10,31.87666702270508,32.3293342590332,31.57999992370605,32.11933135986328,194392500,TSLA,2020-01-10,-0.006627297633174156,4,1.6094379124341003
2020-01-13,34.990665435791016,35.04199981689453,32.79999923706055,32.900001525878906,397764000,TSLA,2020-01-13,0.0976889588509331,12,2.5649493574615367
2020-01-14,35.861331939697266,36.49399948120117,34.99333190917969,36.28400039672852,434943000,TSLA,2020-01-14,0.024882822120200876,12,2.5649493574615367
2020-01-15,34.56666564941406,35.85599899291992,34.452667236328125,35.31733322143555,260532000,TSLA,2020-01-15,-0.03610201351305786,7,2.0794415416798357
2020-01-16,34.232666015625,34.297332763671875,32.81133270263672,32.91666793823242,326050500,TSLA,2020-01-16,-0.009662477636014799,15,2.772588722239781
2020-01-17,34.03333282470703,34.37799835205078,33.54399871826172,33.840667724609375,204436500,TSLA,2020-01-17,-0.005822894156913949,8,2.1972245773362196
2020-01-21,36.47999954223633,36.571998596191406,35.227333068847656,35.349998474121094,267052500,TSLA,2020-01-21,0.07189030619278935,20,3.044522437723423
2020-01-22,37.97066879272461,39.633331298828125,37.27333450317383,38.1259994506836,470535000,TSLA,2020-01-22,0.04086264444061727,14,2.70805020110221
2020-01-23,38.14666748046875,38.79999923706055,37.040000915527344,37.61666870117188,294765000,TSLA,2020-01-23,0.004635122144013071,18,2.9444389791664403
2020-01-24,37.654666900634766,38.25733184814453,36.95066833496094,38.04199981689453,215304000,TSLA,2020-01-24,-0.012897603180825445,5,1.791759469228055
2020-01-27,37.20133209228516,37.62933349609375,35.95199966430664,36.13266754150391,204121500,TSLA,2020-01-27,-0.012039272835579373,4,1.6094379124341003
2020-01-28,37.79333114624024,38.45399856567383,37.2053337097168,37.89933395385742,176827500,TSLA,2020-01-28,0.015913383222044608,8,2.1972245773362196
2020-01-29,38.732666015625,39.31999969482422,37.82866668701172,38.37933349609375,267022500,TSLA,2020-01-29,0.024854513769903663,29,3.4011973816621555
2020-01-30,42.72066879272461,43.391998291015625,41.20000076293945,42.16133117675781,435085500,TSLA,2020-01-30,0.10296225866535558,39,3.6888794541139363
2020-01-31,43.37133407592773,43.53333282470703,42.167999267578125,42.66666793823242,235789500,TSLA,2020-01-31,0.015230690473505115,4,1.6094379124341003
2020-02-03,52.0,52.40933227539063,44.90133285522461,44.91266632080078,705975000,TSLA,2020-02-03,0.19894859376394924,17,2.8903717578961645
2020-02-04,59.137332916259766,64.59933471679688,55.59199905395508,58.86399841308594,914082000,TSLA,2020-02-04,0.13725640223576474,33,3.5263605246161616
2020-02-05,48.97999954223633,56.39866638183594,46.94066619873047,54.88399887084961,726357000,TSLA,2020-02-05,-0.1717583947927872,21,3.091042453358316
2020-02-06,49.93066787719727,53.05533218383789,45.79999923706055,46.66133117675781,598212000,TSLA,2020-02-06,0.01940931694254444,14,2.70805020110221
2020-02-07,49.87133407592773,51.31666564941406,48.66666793823242,48.70333480834961,255952500,TSLA,2020-02-07,-0.001188323805631386,5,1.791759469228055
2020-02-10,51.41866683959961,54.66600036621094,50.15999984741211,53.33333206176758,370338000,TSLA,2020-02-10,0.031026496329857656,16,2.833213344056216
2020-02-11,51.62533187866211,52.23400115966797,50.53333282470703,51.25266647338867,175462500,TSLA,2020-02-11,0.004019260937028868,6,1.9459101490553132
2020-02-12,51.15266799926758,52.650001525878906,50.891334533691406,51.858001708984375,180337500,TSLA,2020-02-12,-0.009155657933695438,13,2.639057329615259
2020-02-13,53.59999847412109,54.53333282470703,49.0,49.45600128173828,394339500,TSLA,2020-02-13,0.0478436525517798,24,3.2188758248682006
2020-02-14,53.33533477783203,54.198001861572266,52.36666870117188,52.4813346862793,235405500,TSLA,2020-02-14,-0.00493775566834842,18,2.9444389791664403
2020-02-18,57.22666549682617,57.33333206176758,55.490665435791016,56.106666564941406,245725500,TSLA,2020-02-18,0.0729597130158357,26,3.295836866004329
2020-02-19,61.16133117675781,62.98533248901367,60.06800079345703,61.56666564941406,381345000,TSLA,2020-02-19,0.06875580895325561,20,3.044522437723423
2020-02-20,59.96066665649414,60.79999923706055,57.3293342590332,60.79666519165039,264523500,TSLA,2020-02-20,-0.019631105097986157,16,2.833213344056216
2020-02-21,60.06666564941406,60.87066650390625,58.6966667175293,60.46533203125,214722000,TSLA,2020-02-21,0.0017678087791648256,9,2.302585092994046
2020-02-24,55.58599853515625,57.56666564941406,54.81333160400391,55.93333435058594,227883000,TSLA,2020-02-24,-0.07459490327646512,5,1.791759469228055
2020-02-25,53.32733154296875,57.106666564941406,52.46666717529297,56.59999847412109,259357500,TSLA,2020-02-25,-0.040633739641448896,12,2.5649493574615367
2020-02-26,51.91999816894531,54.22066879272461,51.740665435791016,52.16666793823242,211282500,TSLA,2020-02-26,-0.026390470576789893,8,2.1972245773362196
2020-02-27,45.26666641235352,49.31800079345703,44.59999847412109,48.66666793823242,364158000,TSLA,2020-02-27,-0.12814583958462689,12,2.5649493574615367
2020-02-28,44.53266525268555,46.03466796875,40.76800155639648,41.97999954223633,363343500,TSLA,2020-02-28,-0.016215047800994253,5,1.791759469228055
2020-03-02,49.574668884277344,49.5793342590332,45.77799987792969,47.41733169555664,302925000,TSLA,2020-03-02,0.11322034293215233,7,2.0794415416798357
2020-03-03,49.70066833496094,53.79866790771485,47.740665435791016,53.66666793823242,386760000,TSLA,2020-03-03,0.0025416095259802596,5,1.791759469228055
2020-03-04,49.96666717529297,51.10133361816406,48.31533432006836,50.93066787719727,225735000,TSLA,2020-03-04,0.0053520173720666975,3,1.3862943611198906
2020-03-05,48.30266571044922,49.71666717529297,47.87133407592773,48.2513313293457,162790500,TSLA,2020-03-05,-0.033302230445070524,4,1.6094379124341003
2020-03-06,46.89866638183594,47.133331298828125,45.61800003051758,46.0,189943500,TSLA,2020-03-06,-0.029066704869448956,8,2.1972245773362196
2020-03-09,40.53333282470703,44.20000076293945,40.33333206176758,40.35933303833008,256105500,TSLA,2020-03-09,-0.13572525720249962,10,2.3978952727983707
2020-03-10,43.02199935913086,44.53333282470703,40.53333282470703,43.96200180053711,233916000,TSLA,2020-03-10,0.061398023823663106,10,2.3978952727983707
2020-03-11,42.28200149536133,43.571998596191406,40.86666870117188,42.68000030517578,199837500,TSLA,2020-03-11,-0.017200452670558586,4,1.6094379124341003
2020-03-12,37.369998931884766,39.633331298828125,36.41666793823242,38.72600173950195,283636500,TSLA,2020-03-12,-0.11617242301113506,6,1.9459101490553132
2020-03-13,36.44133377075195,40.50466537475586,33.46666717529297,39.66666793823242,339604500,TSLA,2020-03-13,-0.0248505535904755,6,1.9459101490553132
2020-03-16,29.67133331298828,32.9913330078125,29.47800064086914,31.299999237060547,307342500,TSLA,2020-03-16,-0.18577806455584012,6,1.9459101490553132
2020-03-17,28.68000030517578,31.456666946411133,26.399999618530277,29.333999633789062,359919000,TSLA,2020-03-17,-0.03341046380880208,3,1.3862943611198906
2020-03-18,24.08133316040039,26.99066734313965,23.367332458496094,25.933332443237305,356793000,TSLA,2020-03-18,-0.1603440409986845,16,2.833213344056216
2020-03-19,28.50933265686035,30.13333320617676,23.8973331451416,24.979999542236328,452932500,TSLA,2020-03-19,0.1838768421567878,15,2.772588722239781
2020-03-20,28.50200080871582,31.799999237060547,28.38599967956543,29.21333312988281,424282500,TSLA,2020-03-20,-0.0002571736151377735,8,2.1972245773362196
2020-03-23,28.952667236328125,29.46666717529297,27.36666679382324,28.906667709350582,246817500,TSLA,2020-03-23,0.015811747064244486,4,1.6094379124341003
2020-03-24,33.66666793823242,34.24599838256836,31.600000381469727,31.81999969482422,343428000,TSLA,2020-03-24,0.16281749323562988,10,2.3978952727983707
2020-03-25,35.95000076293945,37.133331298828125,34.07400131225586,36.34999847412109,318340500,TSLA,2020-03-25,0.06782176450892674,2,1.0986122886681096
2020-03-26,35.21066665649414,37.33333206176758,34.150001525878906,36.49266815185547,260710500,TSLA,2020-03-26,-0.020565621439638027,4,1.6094379124341003
2020-03-27,34.29066848754883,35.0533332824707,32.935333251953125,33.66666793823242,215661000,TSLA,2020-03-27,-0.026128393930185068,12,2.5649493574615367
2020-03-30,33.47533416748047,34.44333267211914,32.7486686706543,34.017333984375,179971500,TSLA,2020-03-30,-0.02377714859552571,6,1.9459101490553132
2020-03-31,34.93333435058594,36.19733428955078,33.133331298828125,33.41666793823242,266572500,TSLA,2020-03-31,0.04355446239344318,11,2.4849066497880004
2020-04-01,32.104000091552734,34.26333236694336,31.67333221435547,33.599998474121094,200298000,TSLA,2020-04-01,-0.08099239055277141,3,1.3862943611198906
2020-04-02,30.29800033569336,32.95066833496094,29.76000022888184,32.06866836547852,297876000,TSLA,2020-04-02,-0.05625466454987249,15,2.772588722239781
2020-04-03,32.000667572021484,34.36600112915039,31.22599983215332,33.96666717529297,338431500,TSLA,2020-04-03,0.05619734693587186,7,2.0794415416798357
2020-04-06,34.41600036621094,34.733333587646484,33.19733428955078,34.08000183105469,223527000,TSLA,2020-04-06,0.0754775752334993,8,2.1972245773362196
2020-04-07,36.36333465576172,37.66666793823242,35.48933410644531,36.33333206176758,268797000,TSLA,2020-04-07,0.05658223700690801,5,1.791759469228055
2020-04-08,36.589332580566406,37.14733123779297,35.55533218383789,36.9466667175293,189840000,TSLA,2020-04-08,0.006214994497730331,7,2.0794415416798357
2020-04-09,38.20000076293945,38.345333099365234,37.14066696166992,37.4726676940918,204750000,TSLA,2020-04-09,0.04402015748241661,3,1.3862943611198906
2020-04-13,43.39666748046875,43.46666717529297,38.70199966430664,39.34400177001953,337131000,TSLA,2020-04-13,0.13603839302984921,10,2.3978952727983707
2020-04-14,47.32600021362305,49.45866775512695,46.1619987487793,46.59799957275391,458647500,TSLA,2020-04-14,0.09054457315006381,7,2.0794415416798357
2020-04-15,48.65533447265625,50.20866775512695,47.33333206176758,49.46666717529297,353655000,TSLA,2020-04-15,0.028088878270565276,15,2.772588722239781
2020-04-16,49.68066787719727,50.630001068115234,47.11466598510742,47.79600143432617,309868500,TSLA,2020-04-16,0.02107340162500071,4,1.6094379124341003
2020-04-17,50.25933456420898,51.663333892822266,49.84400177001953,51.48533248901367,196923000,TSLA,2020-04-17,0.011647723586206249,3,1.3862943611198906
2020-04-20,49.75733184814453,51.03799819946289,47.48066711425781,48.8466682434082,221199000,TSLA,2020-04-20,-0.009988248360572882,2,1.0986122886681096
2020-04-21,45.78133392333984,50.22200012207031,44.91933441162109,48.67466735839844,303136500,TSLA,2020-04-21,-0.0799077799617377,2,1.0986122886681096
2020-04-22,48.80733489990234,48.93333435058594,45.91400146484375,46.93199920654297,212482500,TSLA,2020-04-22,0.06609682849410836,6,1.9459101490553132
2020-04-23,47.04199981689453,48.93333435058594,46.87533187866211,48.50666809082031,198550500,TSLA,2020-04-23,-0.036169462779073736,3,1.3862943611198906
2020-04-24,48.34333419799805,48.71533203125,46.54533386230469,47.387332916259766,198180000,TSLA,2020-04-24,0.02766324531628772,7,2.0794415416798357
2020-04-27,53.25,53.29933166503906,49.0,49.17399978637695,310221000,TSLA,2020-04-27,0.10149622245552825,4,1.6094379124341003
2020-04-28,51.27466583251953,53.66666793823242,50.44599914550781,53.042667388916016,228330000,TSLA,2020-04-28,-0.037095477323576875,8,2.1972245773362196
2020-04-29,53.367332458496094,53.54666519165039,52.21066665649414,52.678001403808594,243240000,TSLA,2020-04-29,0.040812876924676944,28,3.367295829986474
2020-04-30,52.12533187866211,57.98799896240234,50.900001525878906,57.01266860961914,427078500,TSLA,2020-04-30,-0.023272674923369818,21,3.091042453358316
2020-05-01,46.75466537475586,51.51800155639648,45.5359992980957,50.33333206176758,487977000,TSLA,2020-05-01,-0.1030337133662409,6,1.9459101490553132
2020-05-04,50.74599838256836,50.79999923706055,46.53333282470703,46.73333358764648,288556500,TSLA,2020-05-04,0.08536758793631605,9,2.302585092994046
2020-05-05,51.2140007019043,53.26133346557617,50.8120002746582,52.65266799926758,254875500,TSLA,2020-05-05,0.009222447764407393,4,1.6094379124341003
2020-05-06,52.172000885009766,52.6533317565918,50.740665435791016,51.76666641235352,166848000,TSLA,2020-05-06,0.018705825945557253,2,1.0986122886681096
2020-05-07,52.00266647338867,53.09333419799805,51.4900016784668,51.81399917602539,172915500,TSLA,2020-05-07,-0.003245695176505081,10,2.3978952727983707
2020-05-08,54.62799835205078,54.93333435058594,52.46733474731445,52.917999267578125,241297500,TSLA,2020-05-08,0.05048456274844226,16,2.833213344056216
2020-05-11,54.08599853515625,54.93333435058594,52.33333206176758,52.70066833496094,247794000,TSLA,2020-05-11,-0.0099216488475673,20,3.044522437723423
2020-05-12,53.96066665649414,56.21933364868164,53.86666870117188,55.133331298828125,238603500,TSLA,2020-05-12,-0.002317270311292141,11,2.4849066497880004
2020-05-13,52.73066711425781,55.06666564941406,50.88666534423828,54.72200012207031,285982500,TSLA,2020-05-13,-0.02279437261341355,8,2.1972245773362196
2020-05-14,53.55533218383789,53.55733489990234,50.93333435058594,52.0,205233000,TSLA,2020-05-14,0.01563919280204029,9,2.302585092994046
2020-05-15,53.27799987792969,53.66999816894531,52.436668395996094,52.68999862670898,157776000,TSLA,2020-05-15,-0.005178425650618879,9,2.302585092994046
2020-05-18,54.242000579833984,55.64799880981445,53.59199905395508,55.185333251953125,174987000,TSLA,2020-05-18,0.018093785504579962,12,2.5649493574615367
2020-05-19,53.867332458496094,54.80466842651367,53.73866653442383,54.34466552734375,144547500,TSLA,2020-05-19,-0.006907343337870575,8,2.1972245773362196
2020-05-20,54.37066650390625,55.06666564941406,54.119998931884766,54.70000076293945,109639500,TSLA,2020-05-20,0.00934395713390801,5,1.791759469228055
2020-05-21,55.17333221435547,55.5,53.06666564941406,54.400001525878906,183819000,TSLA,2020-05-21,0.01476284478490908,10,2.3978952727983707
2020-05-22,54.45866775512695,55.45199966430664,54.133331298828125,54.81133270263672,149812500,TSLA,2020-05-22,-0.012953077701596039,1,0.6931471805599453
2020-05-26,54.5913314819336,55.63999938964844,54.38066864013672,55.633331298828125,121345500,TSLA,2020-05-26,0.0024360442933193394,2,1.0986122886681096
2020-05-27,54.68199920654297,55.18066787719727,52.33333206176758,54.7239990234375,173242500,TSLA,2020-05-27,0.0016608447192640874,7,2.0794415416798357
2020-05-28,53.72066879272461,54.98333358764648,53.44599914550781,54.23400115966797,108834000,TSLA,2020-05-28,-0.017580381620416863,5,1.791759469228055
2020-05-29,55.66666793823242,55.66666793823242,53.61399841308594,53.91666793823242,176467500,TSLA,2020-05-29,0.03622440280883765,5,1.791759469228055
2020-06-01,59.87333297729492,59.93333435058594,56.93999862670898,57.20000076293945,224092500,TSLA,2020-06-01,0.07556883131087,13,2.639057329615259
2020-06-02,58.77066802978516,60.57733154296875,58.06666564941406,59.64666748046875,203484000,TSLA,2020-06-02,-0.018416628784101774,4,1.6094379124341003
