date,close,target,ticker,SMA_20,SMA_50,EMA_12,RSI,MACD,MACD_sig,MACD_hist,BB_pct,ATR,OBV_zscore,daily_return
2020-01-02,72.4005126953125,1.0,AAPL,0.0,0.0,72.4005126953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,71.69664001464844,1.0,AAPL,0.0,0.0,72.29222459059496,0.0,-0.056149387631322156,-0.011229877526264432,-0.04491951010505772,0.0,0.0,0.0,-0.0097219295065797
2020-01-06,72.26791381835938,1.0,AAPL,0.0,0.0,72.28848447178949,0.0,-0.053929494594797234,-0.019769800939970994,-0.03415969365482624,0.0,0.0,0.0,0.0079679299280164
2020-01-07,71.92806243896484,1.0,AAPL,0.0,0.0,72.233034928278,0.0,-0.07868633237150391,-0.03155310722627758,-0.04713322514522633,0.0,0.0,0.0,-0.0047026593330025
2020-01-08,73.08512115478516,1.0,AAPL,0.0,0.0,72.36412511697141,0.0,-0.004885024725183484,-0.02621949072605876,0.021334466000875275,0.0,0.0,0.0,0.0160863323240791
2020-01-09,74.63750457763672,1.0,AAPL,0.0,0.0,72.71387580322761,0.0,0.17682903664656635,0.01439021474846626,0.1624388218981001,0.0,0.0,0.0,0.0212407586978451
2020-01-10,74.80622100830078,1.0,AAPL,0.0,0.0,73.03577506554656,0.0,0.33064131809739195,0.0776404354182514,0.25300088267914056,0.0,0.0,0.0,0.0022604779141373
2020-01-13,76.40443420410156,0.0,AAPL,0.0,0.0,73.55403031763194,0.0,0.5748743141344477,0.17708721116149068,0.397787102972957,0.0,0.0,0.0,0.0213647097027323
2020-01-14,75.37271118164062,1.0,AAPL,0.0,0.0,73.83382737363328,0.0,0.6773709865696418,0.27714396624312093,0.40022702032652085,0.0,0.0,0.0,-0.0135034443119473
2020-01-15,75.0496826171875,1.0,AAPL,0.0,0.0,74.02088202648778,0.0,0.7241866594149684,0.36655250487749047,0.35763415453747793,0.0,0.0,0.0,-0.0042857495688944
2020-01-16,75.98982238769531,1.0,AAPL,0.0,0.0,74.32379592821202,0.0,0.8276096707227225,0.4587639380465369,0.3688457326761856,0.0,0.0,0.0,0.0125268986852784
2020-01-17,76.83108520507812,0.0,AAPL,0.0,0.0,74.70953274003757,0.0,0.9663169308750241,0.5602745366122344,0.40604239426278976,0.0,0.0,0.0,0.0110707301445021
2020-01-21,76.31040954589844,1.0,AAPL,0.0,0.0,74.95582147940078,0.0,1.0224431712207576,0.6527082635339391,0.3697349076868185,0.0,0.0,0.0,-0.0067768879977406
2020-01-22,76.58280944824219,1.0,AAPL,0.0,0.0,75.206127320761,0.0,1.0764948540578416,0.7374655816387197,0.33902927241912195,0.0,1.2343715750481903,0.0,0.0035696296739162
2020-01-23,76.95161437988281,1.0,AAPL,0.0,0.0,75.47466379139512,71.90261132651862,1.1359956274193905,0.8171715907948539,0.3188240366245366,0.0,1.2085443853728768,0.0,0.0048157665447083
2020-01-24,76.7298355102539,0.0,AAPL,0.0,0.0,75.667767132758,75.40142202467173,1.1519754616505509,0.8841323649659933,0.2678430966845575,0.0,1.2383319284528511,0.0,-0.0028820561000066
2020-01-27,74.47358703613281,0.0,AAPL,0.0,0.0,75.48404711789259,59.51353934122404,0.9713817160425151,0.9015822351812978,0.06979948086121734,0.0,1.3454279165473946,0.0,-0.0294050998430666
2020-01-28,76.58039855957031,1.0,AAPL,0.0,0.0,75.6527165704584,67.41242119606653,0.9868857495179384,0.918642938048626,0.06824281146931244,0.0,1.4492534625179883,0.0,0.0282893789232325
2020-01-29,78.18341064453125,0.0,AAPL,0.0,0.0,76.04205412031575,68.46510728249906,1.115661830961173,0.9580467166311355,0.1576151143300375,0.0,1.4988421547212565,0.0,0.0209324071839869
2020-01-30,78.07010650634766,1.0,AAPL,75.21759414672852,0.0,76.35406217970528,63.879058667910456,1.1948021705734249,1.0053978074195935,0.18940436315383136,0.8536357767190392,1.470433231176702,0.9657238788677512,-0.001449209458241
2020-01-31,74.60858154296875,1.0,AAPL,75.32799758911133,0.0,76.08552669713043,49.36892402093696,0.9670576854921364,0.9977297830341021,-0.03067209754196565,0.4059313014730687,1.6625867991409535,-0.06665672224763446,-0.0443386735113197
2020-02-03,74.40367126464844,1.0,AAPL,75.46334915161133,0.0,75.82677970751782,42.98746833926616,0.7612586771380307,0.9504355618548879,-0.18917688471685712,0.3467205606133585,1.7405825772604717,-1.087897860947072,-0.0027464706349135
2020-02-04,76.86001586914062,1.0,AAPL,75.6929542541504,0.0,75.98573911699825,54.739583535937825,0.7872925430065436,0.9178069580852191,-0.13051441507867545,0.6846419263770357,1.8366604313400339,-0.4215457630253641,0.0330137554067075
2020-02-05,77.48674774169922,1.0,AAPL,75.97088851928712,0.0,76.21666352079839,57.61870939090108,0.8487131566061379,0.9039881977894029,-0.055275041183264984,0.779456235069352,1.8359708915974247,0.1771868666281856,0.0081541991043254
2020-02-06,78.39311981201172,0.0,AAPL,76.23628845214844,0.0,76.55150295021582,57.52904132206911,0.9594659602591662,0.9150837502833555,0.04438220997581066,0.9216540168854814,1.8462991183407687,0.8684493989312845,0.011697123659569
2020-02-07,77.3275375366211,1.0,AAPL,76.37079010009765,0.0,76.67089288658586,51.53372758192364,0.9503003005799968,0.9221270603426839,0.028173240237312935,0.6924669227967786,1.8930522361173914,-0.12361112042280849,-0.013592803525946
2020-02-10,77.69481658935547,0.0,AAPL,76.5152198791504,0.0,76.82841961008887,54.317877775340044,0.9615882090200643,0.9300192900781601,0.03156891894190417,0.7419254036208142,1.9739476211602311,0.723999234386519,0.0047496540616005
2020-02-11,77.22605895996094,1.0,AAPL,76.55630111694336,0.0,76.88959489468456,51.98197808521622,0.9220799707348561,0.9284314262094993,-0.0063514554746431084,0.6362578933493508,2.00463556688386,0.0048877388008951375,-0.0060333192093376
2020-02-12,79.05998229980469,0.0,AAPL,76.74066467285157,0.0,77.22350064931842,55.95833897512809,1.0269140678979767,0.9481279545471948,0.0787861133507819,0.9407774731167806,2.068652129305636,0.8662857389856711,0.0237474676882654
2020-02-13,78.49701690673828,0.0,AAPL,76.9130313873291,0.0,77.41942622738301,54.89964555899552,1.0524373996427272,0.9689898435663014,0.08344755607642584,0.802733317608167,2.0350601403264514,0.017475879388431276,-0.0071207376562718
2020-02-14,78.5163345336914,0.0,AAPL,77.0393569946289,0.0,77.58818135143045,62.79606650107243,1.0619817306567398,0.987588220984389,0.07439350967235081,0.776396926937962,1.85784234253223,0.6437886827761861,0.0002460937716406
2020-02-18,77.07866668701172,0.0,AAPL,77.05173606872559,0.0,77.50979447998141,51.64687411899334,0.9426713728197029,0.9786048513514518,-0.035933478531748886,0.5050430508196138,1.8735888748380296,-0.6216251214382319,-0.0183104299916443
2020-02-19,78.19499969482422,0.0,AAPL,77.14596557617188,0.0,77.6152106668803,50.03957734831245,0.9275041087806386,0.9683847028372892,-0.040880594056650565,0.6947823475417375,1.7947865267296268,0.15901698257067517,0.0144830347461188
2020-02-20,77.39276123046875,0.0,AAPL,77.1864631652832,0.0,77.58098767666314,47.790777708158004,0.8410548465361387,0.9429187315770592,-0.10186388504092048,0.5384667081814994,1.8096845640619554,-0.6541097462750807,-0.0102594599077486
2020-02-21,75.64097595214844,0.0,AAPL,77.12093124389648,0.0,77.28252433443011,53.78993607539205,0.623995717486693,0.879134128758986,-0.255138411272293,0.23269932114784986,1.7131538071117538,-1.5804248106791576,-0.0226350016522043
2020-02-24,72.04801940917969,0.0,AAPL,76.88684043884277,0.0,76.47721588439158,43.074974902503286,0.16020646802326155,0.7353485966118412,-0.5751421285885796,-0.17575713572173837,1.9302131208456703,-2.5939004128075767,-0.0475001346524363
2020-02-25,69.60757446289062,1.0,AAPL,76.64353981018067,0.0,75.42034797339143,28.65969355546956,-0.3996662612378117,0.5083456250419106,-0.9080118862797223,-0.2416802201883223,2.0242047947853954,-2.924508733931474,-0.033872477915446
2020-02-26,70.7118148803711,1.0,AAPL,76.3501106262207,0.0,74.69595826677292,30.609657569842042,-0.7456708305038546,0.2575423339327576,-1.0032131644366122,-0.01867284579776302,2.1188536822210255,-1.6876677810222287,0.0158637968066128
2020-02-27,66.08952331542969,1.0,AAPL,75.74541625976562,0.0,73.37189135118166,20.962611407188618,-1.3769891696619965,-0.06936396678619322,-1.3076252028758033,-0.18649492645575239,2.3732805731754874,-2.5020914962546112,-0.0653680233319045
2020-02-28,66.05084991455078,1.0,AAPL,75.14445343017579,0.0,72.24557728400768,22.030463269378075,-1.8590046734068721,-0.427292108110329,-1.431712565296543,-0.057198518172302634,2.64252015384247,-2.915115327272461,-0.0005851668908901
2020-03-02,72.20024871826172,0.0,AAPL,75.02403678894044,0.0,72.2386036585083,39.409488673695016,-1.7249165774875195,-0.6868170019857671,-1.0380995755017524,0.3291476538261685,2.9942602214384153,-1.6699906729384661,0.0931009791950647
2020-03-03,69.9072036743164,0.0,AAPL,74.79921340942383,0.0,71.87992673786339,36.82013139516896,-1.7831256046746944,-0.9060787225235526,-0.8770468821511418,0.2147096036971669,3.218799861427147,-2.0925077711453293,-0.0317595172406286
2020-03-04,73.14983367919922,0.0,AAPL,74.61370429992675,0.0,72.07529703653044,39.87085935720482,-1.5497391087232728,-1.0348107997634968,-0.514928308959776,0.41435850132135066,3.3304677761089407,-1.4058533659789119,0.0463847763098861
2020-03-05,70.77706909179688,0.0,AAPL,74.27822036743164,0.0,71.8755696604176,37.54195592482543,-1.5385059623578314,-1.1355498322823638,-0.4029561300754676,0.29640333246983364,3.459566914025597,-1.5921917236975516,-0.0324370469221867
2020-03-06,69.83714294433594,0.0,AAPL,73.85042152404785,0.0,71.56196555025119,36.39812586670774,-1.5871520963435302,-1.2258702850945973,-0.3612818112489329,0.26633298828394397,3.6073037189026875,-1.7815597086293762,-0.0132800942384583
2020-03-09,64.31360626220703,0.0,AAPL,73.19972496032715,0.0,70.44683335209055,32.26595377540957,-2.0478019697347065,-1.3902566220226191,-0.6575453477120874,0.027885084207854426,3.8780955276589366,-1.968403749446588,-0.0790916759944128
2020-03-10,68.9455337524414,0.0,AAPL,72.76226081848145,0.0,70.21586418291376,38.29355178103525,-2.015874726364544,-1.5153802428910041,-0.5004944834735396,0.29577349725323426,4.131798157253835,-1.3190271774983284,0.0720209572971226
2020-03-11,66.55103302001953,0.0,AAPL,72.22850952148437,0.0,69.65204400400695,36.80994680899448,-2.158901876437369,-1.6440845696002773,-0.5148173068370918,0.20084454809773755,4.253300727450007,-1.5534340293927547,-0.0347303240993052
2020-03-12,59.97880554199219,0.0,AAPL,71.27445068359376,0.0,68.1638534713893,32.945709643942706,-2.770637569169679,-1.8693951695141577,-0.9012423996555214,-0.04351882138358063,4.554987873585984,-1.9339375317715117,-0.098754702666303
2020-03-13,67.16475677490234,0.0,AAPL,70.70783767700195,73.80132369995117,68.01014628731438,45.06856299923308,-2.6451051780107804,-2.024537171213482,-0.6205680067972983,0.3221322698949424,4.690817908556596,-1.2322564337738142,0.1198081750374162
2020-03-16,58.524208068847656,0.0,AAPL,69.70823135375977,73.52379760742187,66.55077117678104,40.05292075485341,-3.2058844813976464,-2.260806633250315,-0.9450778481473314,-0.02510909144115203,5.0630951167669815,-1.5601061832516996,-0.128647063146716
2020-03-17,61.09752655029297,0.0,AAPL,68.90917434692383,73.31181533813476,65.71181046501364,41.59307113711198,-3.403428222210536,-2.4893309510423594,-0.9140972711681767,0.13560684512018717,5.19823281541011,-0.968873730650022,0.0439701546822823
2020-03-18,59.60186004638672,0.0,AAPL,67.97951736450196,73.05849426269532,64.7718180929172,43.99891827515133,-3.638725880170867,-2.719209936868061,-0.9195159433028057,0.10301405099337799,5.130060892335763,-1.3384229583150384,-0.0244799845158228
