date,close,high,low,open,volume,ticker,date_only,daily_return,headline_count,news_volume_log,SMA_20,SMA_50,EMA_12,RSI,MACD,MACD_sig,MACD_hist,BB_upper,BB_lower,BB_pct,ATR,OBV,OBV_zscore,sent_daily,sent_volume,sent_sma5,sent_sma20,sent_ewma5,sent_lag1,sent_lag2,sent_lag3,sent_lag5,sent_momentum,sent_zscore,sent_divergence,lm_score,vader_score,target
2020-01-02,28.68400001525879,28.71333312988281,28.11400032043457,28.299999237060547,142981500,TSLA,2020-01-02,0.0,12,2.5649493574615367,0.0,0.0,28.68400001525879,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,0.5588711351156235,2.5649493574615367,0.5588711351156235,0.0,0.5588711351156235,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0379400504400504,0.2093166666666666,1.0
2020-01-03,29.53400039672852,30.26666641235352,29.12800025939941,29.36666679382324,266677500,TSLA,2020-01-03,0.0296332582979208,17,2.8903717578961645,0.0,0.0,28.814769304715668,0.0,0.06780629823689921,0.013561259647379843,0.054245038589519366,,,0.0,0.0,266677500,0.0,0.2481377545525045,2.8903717578961645,0.403504444834064,0.0,0.45529334159458384,0.5588711351156235,0.0,0.0,0.0,0.0,0.0,0,0.0141424751718869,0.1189647058823529,1.0
2020-01-06,30.1026668548584,30.10400009155273,29.33333206176757,29.36466789245605,151995000,TSLA,2020-01-06,0.0192546370451349,8,2.19722457733622,0.0,0.0,29.01290738935301,0.0,0.1655218755868617,0.04395338283527622,0.12156849275158549,,,0.0,0.0,418672500,0.0,0.4296455159783363,2.19722457733622,0.41221813521548806,0.0,0.44674406638916797,0.2481377545525045,0.5588711351156235,0.0,0.0,0.0,0.0,0,0.044570707070707,0.037,1.0
2020-01-07,31.270666122436523,31.441999435424805,30.224000930786133,30.76000022888184,268231500,TSLA,2020-01-07,0.0388005246581539,8,2.19722457733622,0.0,0.0,29.360254886750475,0.0,0.3333671056754106,0.10183612740330311,0.2315309782721075,,,0.0,0.0,686904000,0.0,0.0139778032898902,2.19722457733622,0.3126580522340886,0.0,0.3024886453560754,0.4296455159783363,0.2481377545525045,0.5588711351156235,0.0,0.0,0.0,0,0.0264945652173913,0.0172375,1.0
2020-01-08,32.80933380126953,33.232666015625,31.21533393859864,31.57999992370605,467164500,TSLA,2020-01-08,0.0492048257881216,9,2.302585092994046,0.0,0.0,29.8908824120611,0.0,0.5838134443049654,0.1982315907836356,0.3855818535213298,,,0.0,0.0,1154068500,0.0,0.218496925301022,2.302585092994046,0.29382582684747527,0.29382582684747527,0.2744914053377243,0.0139778032898902,0.4296455159783363,0.2481377545525045,0.0,0.0,-0.36037508192298723,0,-0.0103046594982078,0.1703888888888889,1.0
2020-01-09,32.089332580566406,33.25333404541016,31.524667739868164,33.13999938964844,426606000,TSLA,2020-01-09,-0.0219450119000973,12,2.5649493574615367,0.0,0.0,30.22910551490807,0.0,0.7159429462030253,0.30177386186751354,0.4141690843355118,,,0.0,0.0,727462500,0.0,0.0025504827499389,2.5649493574615367,0.18256169637433836,0.24527993616455257,0.18384443114179586,0.218496925301022,0.0139778032898902,0.4296455159783363,0.5588711351156235,-0.5563206523656846,-1.0954809936049672,1,-0.0191257816257816,0.04215,1.0
2020-01-10,31.87666702270508,32.3293342590332,31.57999992370605,32.11933135986328,194392500,TSLA,2020-01-10,-0.0066272976331741,4,1.6094379124341005,0.0,0.0,30.48257651610761,0.0,0.7943395434025611,0.40028699817452307,0.394052545228038,,,0.0,0.0,533070000,0.0,0.0420110821723938,1.6094379124341005,0.14133636189831622,0.21624152845138703,0.13656664815199518,0.0025504827499389,0.218496925301022,0.0139778032898902,0.2481377545525045,-0.2061266723801107,-0.8052522156944807,1,0.0,0.0345749999999999,1.0
2020-01-13,34.990665435791016,35.04199981689453,32.79999923706055,32.900001525878906,397764000,TSLA,2020-01-13,0.0976889588509331,12,2.5649493574615367,0.0,0.0,31.176128657597364,0.0,1.0951192061452062,0.5392534397686597,0.5558657663765465,,,0.0,0.0,930834000,0.0,0.3498398214578628,2.5649493574615367,0.12537522299422155,0.23294131507719648,0.20765770592061772,0.0420110821723938,0.0025504827499389,0.218496925301022,0.4296455159783363,-0.07980569452047348,0.5679898259252194,0,0.025219298245614,0.1440416666666666,1.0
2020-01-14,35.861331939697266,36.49399948120117,34.99333190917969,36.28400039672852,434943000,TSLA,2020-01-14,0.0248828221202008,12,2.5649493574615367,0.0,0.0,31.89692916253581,0.0,1.387747674917346,0.7089522867983971,0.678795388118949,,,0.0,0.0,1365777000,0.0,0.1673961828152338,2.5649493574615367,0.15605889889929025,0.22565852260364508,0.1942371982188231,0.3498398214578628,0.0420110821723938,0.0025504827499389,0.0139778032898902,0.1534183795253436,-0.30070221953774595,0,0.0131713960274331,-0.0075166666666666,1.0
2020-01-15,34.56666564941406,35.85599899291992,34.452667236328125,35.31733322143555,260532000,TSLA,2020-01-15,-0.0361020135130578,7,2.079441541679836,0.0,0.0,32.30765785282477,0.0,1.4979219828510786,0.8667462260089334,0.6311757568421452,,,0.0,0.0,1105245000,0.0,0.0956102439335414,2.079441541679836,0.13148156262579414,0.2126536947366347,0.16136154679039588,0.1673961828152338,0.3498398214578628,0.0420110821723938,0.218496925301022,-0.1228866813674806,-0.625081022869982,1,0.0084033613445378,0.2707285714285714,1.0
