date,close,target,ticker,SMA_20,SMA_50,EMA_12,RSI,MACD,MACD_sig,MACD_hist,BB_pct,ATR,OBV_zscore,daily_return,sent_daily,sent_volume,sent_sma5,sent_sma20,sent_ewma5,sent_lag1,sent_lag2,sent_lag3,sent_lag5,sent_momentum,sent_zscore,sent_divergence,lm_score,vader_score
2020-01-02,28.68400001525879,1.0,TSLA,0.0,0.0,28.68400001525879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4099430058683668,2.70805020110221,0.4099430058683668,0.0,0.4099430058683668,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0304192028981944,0.1599
2020-01-03,29.53400039672852,1.0,TSLA,0.0,0.0,28.814769304715668,0.0,0.06780629823689921,0.013561259647379843,0.054245038589519366,0.0,0.0,0.0,0.0296332582979208,0.2561657726764679,3.044522437723423,0.3330543892724174,0.0,0.35868392813773387,0.4099430058683668,0.0,0.0,0.0,0.0,0.0,0,0.0160058578808578,0.09568
2020-01-06,30.1026668548584,1.0,TSLA,0.0,0.0,29.01290738935301,0.0,0.1655218755868617,0.04395338283527622,0.12156849275158549,0.0,0.0,0.0,0.0192546370451349,0.2479854106903076,2.3978952727983707,0.30469806307838077,0.0,0.32178442232192517,0.2561657726764679,0.4099430058683668,0.0,0.0,0.0,0.0,0,0.0327994227994228,0.07175
2020-01-07,31.270666122436523,1.0,TSLA,0.0,0.0,29.360254886750475,0.0,0.3333671056754106,0.10183612740330311,0.2315309782721075,0.0,0.0,0.0,0.0388005246581539,-0.046440489590168,2.19722457733622,0.21691342491124357,0.0,0.19904278501789416,0.2479854106903076,0.2561657726764679,0.4099430058683668,0.0,0.0,0.0,1,0.018465909090909,0.0040499999999999
2020-01-08,32.80933380126953,1.0,TSLA,0.0,0.0,29.8908824120611,0.0,0.5838134443049654,0.1982315907836356,0.3855818535213298,0.0,0.0,0.0,0.0492048257881216,0.218496925301022,2.302585092994046,0.21723012498919925,0.21723012498919925,0.20552749844560345,-0.046440489590168,0.2479854106903076,0.2561657726764679,0.0,0.0,0.007669696330163856,0,-0.0103046594982078,0.1703888888888889
2020-01-09,32.089332580566406,1.0,TSLA,0.0,0.0,30.22910551490807,0.0,0.7159429462030253,0.30177386186751354,0.4141690843355118,0.0,0.0,0.0,-0.0219450119000973,0.0023542917691744,2.639057329615259,0.13571238216936077,0.18141748611919514,0.1378030962201271,0.218496925301022,-0.046440489590168,0.2479854106903076,0.4099430058683668,-0.4075887140991924,-1.0421920182874633,1,-0.0176545676545676,0.086976923076923
2020-01-10,31.87666702270508,1.0,TSLA,0.0,0.0,30.48257651610761,0.0,0.7943395434025611,0.40028699817452307,0.394052545228038,0.0,0.0,0.0,-0.0066272976331741,-0.1466631531715393,1.791759469228055,0.055146596999759344,0.1345488233633759,0.04298101308957165,0.0023542917691744,0.218496925301022,-0.046440489590168,0.2561657726764679,-0.4028289258480072,-1.4064687480254445,0,0.0057142857142857,-0.04034
2020-01-13,34.990665435791016,1.0,TSLA,0.0,0.0,31.176128657597364,0.0,1.0951192061452062,0.5392534397686597,0.5558657663765465,0.0,0.0,0.0,0.0976889588509331,0.3498398214578628,2.5649493574615367,0.07551747915327037,0.16146019812518678,0.1452672825456687,-0.1466631531715393,0.0023542917691744,0.218496925301022,0.2479854106903076,0.10185441076755519,0.9411976560903917,0,0.025219298245614,0.1440416666666666
2020-01-14,35.861331939697266,1.0,TSLA,0.0,0.0,31.89692916253581,0.0,1.387747674917346,0.7089522867983971,0.678795388118949,0.0,0.0,0.0,0.0248828221202008,0.2079768436295645,2.70805020110221,0.1264009457972169,0.16662871429233986,0.16617046957363396,0.3498398214578628,-0.1466631531715393,0.0023542917691744,-0.046440489590168,0.2544173332197325,0.22009715392014711,0,0.0091889276873797,-0.0513999999999999
2020-01-15,34.56666564941406,1.0,TSLA,0.0,0.0,32.30765785282477,0.0,1.4979219828510786,0.8667462260089334,0.6311757568421452,0.0,0.0,0.0,-0.0361020135130578,0.0956102439335414,2.079441541679836,0.10182360952372076,0.15952686725646,0.14265039436026977,0.2079768436295645,0.3498398214578628,-0.1466631531715393,0.218496925301022,-0.1228866813674806,-0.35800185539928103,1,0.0084033613445378,0.2707285714285714
2020-01-16,34.232666015625,1.0,TSLA,0.0,0.0,32.60381295479404,0.0,1.5405267036609942,1.0015023215393457,0.5390243821216485,0.0,0.0,0.0,-0.0096624776360147,0.1002890219291051,2.9444389791664403,0.12141055555570687,0.15414160859033685,0.1285299368832149,0.0956102439335414,0.2079768436295645,0.3498398214578628,0.0023542917691744,0.0979347301599307,-0.3161952993609177,1,-0.0138888888888888,-0.0408833333333333
2020-01-17,34.03333282470703,1.0,TSLA,0.0,0.0,32.82373908862681,0.0,1.540449387599395,1.1092917347513556,0.4311576528480394,0.0,0.0,0.0,-0.0058228941569139,-0.443123871088028,2.3978952727983707,0.06211841197240915,0.10436948528380645,-0.06202133244053269,0.1002890219291051,0.0956102439335414,0.2079768436295645,-0.1466631531715393,-0.29646071791648865,-2.3115776666803733,0,-0.0013668320926385,0.19336
2020-01-21,36.47999954223633,1.0,TSLA,0.0,0.0,33.38624069687443,0.0,1.7180095261278403,1.2310352930266526,0.4869742331011877,0.0,0.0,0.0,0.0718903061927893,-0.1160169434547424,3.258096538021482,-0.031052941010111877,0.08741668307314884,-0.08001986944526926,-0.443123871088028,0.1002890219291051,0.0956102439335414,0.3498398214578628,-0.4658567649126052,-0.8661963185624428,1,0.009431412265895,0.034192
2020-01-22,37.97066879272461,1.0,TSLA,0.0,0.0,34.09153732700523,0.0,1.9564589250010087,1.376120019421524,0.5803389055794848,0.0,1.6532852990286693,0.0,0.0408626444406172,0.3156994953751564,2.833213344056216,-0.009508410660993505,0.10372259823757794,0.051886585494872614,-0.1160169434547424,-0.443123871088028,0.1002890219291051,0.2079768436295645,0.1077226517455919,0.9068623366207231,0,0.0183914465164465,0.15210625
2020-01-23,38.14666748046875,1.0,TSLA,0.0,0.0,34.71540350446115,81.57590742586717,2.1350222077558527,1.5279004570883896,0.6071217506674631,0.0,1.7361899784633097,0.0,0.004635122144013,0.0549239143729209,3.044522437723423,-0.017645676573117598,0.1004693526466008,0.05289902845422205,0.3156994953751564,-0.1160169434547424,-0.443123871088028,0.0956102439335414,-0.040686329560620495,-0.20188853364895426,0,-0.0197804972804972,0.09629
2020-01-24,37.654666900634766,1.0,TSLA,0.0,0.0,35.16759787310325,77.7610652567292,2.211343568699469,1.6645890794106055,0.5467544892888636,0.0,1.7164754867553713,0.0,-0.0128976031808254,0.0152735948562622,1.791759469228055,-0.034648761987686176,0.09514461778470465,0.04035721725490211,0.0549239143729209,0.3156994953751564,-0.1160169434547424,0.1002890219291051,-0.0850154270728429,-0.36473182998225545,1,-0.025,-0.08038
2020-01-27,37.20133209228516,1.0,TSLA,0.0,0.0,35.4804800606697,74.46016039656308,2.2097755497561877,1.773626373479722,0.43614917627646577,0.0,1.7830468586512975,0.0,-0.0120392728355793,-0.4880522063800266,2.079441541679836,-0.04363442904608591,0.06083892224560281,-0.13577925729007412,0.0152735948562622,0.0549239143729209,0.3156994953751564,-0.443123871088028,-0.04492833529199863,-2.153516254193747,0,-0.0049261083743842,-0.1666428571428571
