date,close,target,ticker,sent_daily,sent_volume,sent_sma5,sent_sma20,sent_ewma5,sent_lag1,sent_lag2,sent_lag3,sent_lag5,sent_momentum,sent_zscore,sent_divergence,lm_score,vader_score
2020-01-02,28.68400001525879,1.0,TSLA,0.5588711351156235,2.5649493574615367,0.5588711351156235,0.0,0.5588711351156235,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0379400504400504,0.2093166666666666
2020-01-03,29.53400039672852,1.0,TSLA,0.2481377545525045,2.8903717578961645,0.403504444834064,0.0,0.45529334159458384,0.5588711351156235,0.0,0.0,0.0,0.0,0.0,0,0.0141424751718869,0.1189647058823529
2020-01-06,30.1026668548584,1.0,TSLA,0.4296455159783363,2.19722457733622,0.41221813521548806,0.0,0.44674406638916797,0.2481377545525045,0.5588711351156235,0.0,0.0,0.0,0.0,0,0.044570707070707,0.037
2020-01-07,31.270666122436523,1.0,TSLA,0.0139778032898902,2.19722457733622,0.3126580522340886,0.0,0.3024886453560754,0.4296455159783363,0.2481377545525045,0.5588711351156235,0.0,0.0,0.0,0,0.0264945652173913,0.0172375
2020-01-08,32.80933380126953,1.0,TSLA,0.218496925301022,2.302585092994046,0.29382582684747527,0.29382582684747527,0.2744914053377243,0.0139778032898902,0.4296455159783363,0.2481377545525045,0.0,0.0,-0.36037508192298723,0,-0.0103046594982078,0.1703888888888889
2020-01-09,32.089332580566406,1.0,TSLA,0.0025504827499389,2.5649493574615367,0.18256169637433836,0.24527993616455257,0.18384443114179586,0.218496925301022,0.0139778032898902,0.4296455159783363,0.5588711351156235,-0.5563206523656846,-1.0954809936049672,1,-0.0191257816257816,0.04215
2020-01-10,31.87666702270508,1.0,TSLA,0.0420110821723938,1.6094379124341005,0.14133636189831622,0.21624152845138703,0.13656664815199518,0.0025504827499389,0.218496925301022,0.0139778032898902,0.2481377545525045,-0.2061266723801107,-0.8052522156944807,1,0.0,0.0345749999999999
2020-01-13,34.990665435791016,1.0,TSLA,0.3498398214578628,2.5649493574615367,0.12537522299422155,0.23294131507719648,0.20765770592061772,0.0420110821723938,0.0025504827499389,0.218496925301022,0.4296455159783363,-0.07980569452047348,0.5679898259252194,0,0.025219298245614,0.1440416666666666
2020-01-14,35.861331939697266,1.0,TSLA,0.1673961828152338,2.5649493574615367,0.15605889889929025,0.22565852260364508,0.1942371982188231,0.3498398214578628,0.0420110821723938,0.0025504827499389,0.0139778032898902,0.1534183795253436,-0.30070221953774595,0,0.0131713960274331,-0.0075166666666666
2020-01-15,34.56666564941406,1.0,TSLA,0.0956102439335414,2.079441541679836,0.13148156262579414,0.2126536947366347,0.16136154679039588,0.1673961828152338,0.3498398214578628,0.0420110821723938,0.218496925301022,-0.1228866813674806,-0.625081022869982,1,0.0084033613445378,0.2707285714285714
